6005,U8
926,U8
7111,U8
6373,F32
639,F32
3131,F32
1381,U8
2605,F32
7626,U8
468,U8
3178,U8
6104,U8
7740,U8
3986,F32
4393,U32
1742,U8
1304,U8
299,U8
1337,U16
361,U16
3142,U8
704,U8
4482,U8
1252,U16
3201,F32
8,U16
32,U16
278,U8
1098,U8
6467,U8
6590,U16
7166,F32
7588,U16
6493,U8
1679,F32
4581,F32
2736,U16
4129,F32
7439,U16
4658,U16
7277,U8
223,F32
1553,F32
2330,U8
5821,U16
7679,U16
6477,U8
142,U8
3934,U8
1565,F32
5047,U16
6564,U16
1376,U8
1320,U16
165,F32
150,U8
2724,U16
1269,U8
7162,F32
75,U8
414,U8
7335,U16
3228,U8
6092,A14
6566,U16
6647,U8
4678,U16
123,U8
4929,F32
1510,U16
1250,U8
368,U8
313,U16
492,U8
6573,U16
157,F32
975,F32
2794,U8
4656,F32
4998,F32
7665,U8
4235,F32
402,U8
1910,U8
5144,U8
5516,A16
5902,U16
1573,F32
1773,U32
4485,F32
7734,U16
2758,U16
6234,F32
4041,F32
222,U8
5607,U16
3236,U8
5626,U8
3106,U8
1040,U8
4424,F32
5167,U8
7658,U8
66,U8
7720,U8
2324,U8
2665,U8
3949,F32
2782,U8
4013,F32
4068,U8
5624,U8
7106,U16
3363,U8
7173,U16
7627,U8
129,U16
1489,A32
1922,U8
437,F32
4150,U8
1830,U16
2880,U8
4039,F32
4421,U8
5709,U8
6109,U32
1775,U32
803,U8
4948,U8
189,F32
606,U8
623,U8
2684,U16
1048,U8
3956,U8
4502,U8
2911,U16
4125,A8
1083,U16
1628,U8
126,U16
2836,U8
2950,A12
4205,U16
2379,F32
4405,U16
4569,F32
2761,U16
4273,U16
4788,U8
3047,F32
2877,?32
5615,U32
6002,F32
827,U8
6515,U8
5153,U8
6531,U16
7183,U8
154,U8
4543,U8
7222,U16
4576,U8
7711,F32
7739,U32
2522,U8
3056,U8
609,U16
4227,F32
6088,U32
5733,U8
4312,U8
1335,U16
4491,F32
4710,F32
5523,U8
1329,U16
4060,U8
1620,U8
4193,U8
6601,U16
7232,U16
2709,U16
1430,U8
6403,U8
2967,U16
6429,U8
7191,U8
4247,A16
2622,U16
5806,F32
4268,F64
382,U8
2294,U16
4779,U8
4914,U8
4932,U8
1832,U8
2533,U8
4420,F32
4579,F32
5712,F32
2000,F32
848,U8
3988,F32
4239,F32
5759,U8
4006,U8
6428,F32
4992,U8
3444,U8
1533,U8
7600,U16
5933,U16
2534,U8
1816,U8
6,U16
4535,U16
7670,U8
1221,U16
259,F32
5880,U8
779,U16
2602,U16
548,U8
546,U8
2348,U8
6539,U16
980,U8
523,U16
1804,U8
1732,U8
930,U16
5682,U8
2552,U8
7445,U16
233,F32
4479,U16
4603,F32
6500,F32
7675,U8
169,F32
3098,U8
7,U16
5840,U8
4706,U8
1760,U8
1156,U16
2481,F32
4449,U8
6450,F32
4428,F32
1529,A16
6527,U16
791,U8
4900,U16
1996,U8
935,U8
7617,U8
1251,U16
2878,U8
7685,U16
2704,U16
5622,U8
533,F32
4563,U8
1656,U8
4018,U8
451,F32
1462,U16
1457,F32
1757,U32
2718,U16
4745,U8
7663,U8
1101,F32
1138,U16
3280,U8
802,U8
7608,U16
1246,U16
1680,U8
1686,U8
315,U32
3128,U8
60,A8
4508,U16
1140,A8
4783,U8
5467,U8
5585,U8
6517,U8
4753,U32
1472,U16
2323,U8
4222,U8
4238,U8
1596,U8
122,U24
2275,U16
5616,U8
2784,U8
1133,U16
5805,U8
6269,U16
2285, 
4290,F64
794,U8
3145,F32
2256,U8
3384,U8
1404,U8
4738,F32
5123,U8
3342,A22
1528,U8
3290,U8
4095,F32
7195,U16
2499,F32
1792,U8
6506,F32
1865,F32
95,U8
2733,U16
3182,U8
2682,U16
5122,U8
3183,F32
3415,F32
5546,U16
383,F32
1366,U16
1266,U8
3335,U8
4476,U8
4746,F32
374,U8
79,U8
2634,U16
2617,U16
1637,F32
2526,U16
2576,U8
559,U8
4011,F32
1701,U16
3969,U16
7281,U8
5845,U8
459,F32
4975,F32
2938,U16
3973,U8
4692,F32
1257,F32
6451,U8
7371,U16
521,U16
6043,U16
6257,U8
1339,U16
5540,U8
1295,F32
5630,U16
7735,U16
2565,U32
3162,U8
4713,U16
1695,F32
4636,F32
5620,U8
5890,F32
3315,U8
7698,U16
3168,U8
3181,F32
4539,U8
5499,U8
4395,U32
5629,U16
1723,U32
1888,U8
1507,U16
3166,U8
5111,U8
1456,U8
1524,U8
1725,U32
4361,F32
5096,U8
5159,u16
4611,F32
5172,U8
236,U8
5475,U8
5839,ASCII
6424,F32
4600,U8
5179,U8
6482,F32
6534,U16
5181,U8
4749,F32
6582,U16
4500,U8
2781,U8
210,U8
4398,U8
1254,U16
4549,U8
527,U16
1394,U8
1724,U8
1897,F32
5956,F32
7732,U16
3274,U8
3410,U8
2316,U8
3347,U8
4484,U8
7251,U8
6338,F32
4123,F32
153,F32
786,U8
7713,U16
2279,U8
3995,U8
1513,U16
7677,U16
6121,U16
1260,U8
1906,U8
3385,F32
4790,U8
5990,F32
1268,U8
3414,U8
5132,U8
7169,U8
4446,F32
1045,F32
279,F32
7137,U16
2321,U8
6620,U16
4081,F32
1103,F32
426,U8
989,U32
549,F32
1496,U8
1542,U8
3198,U8
4909,F32
3616,U16
1153,U16
1674,U8
1839,F32
1872,U8
3422,U8
6547,U16
3613,U16
2755,U16
6600,U16
6200,U16
1776,U8
171,F32
4685,U8
2679,U16
3084,U8
5571,U8
1056,U8
2638,U16
6552,U16
7380,U16
5961,U8
329,F32
1217,U16
3164,U8
7722,U8
4078,U8
4915,F32
938,U8
4217,F32
4305,F32
1616,U8
70,U8
1292,U8
5853,U16
1033,U16
1924,U8
6565,U16
7664,U8
1093,U16
2757,U16
6368,U8
6276,U8
1380,U8
5772,F32
3620,U8
6629,U16
6130,U16
793,U8
4974,U8
289,F32
1298,U8
552,U8
1501,U8
4531,F32
4782,F32
4956,U8
3991,U8
5173,U8
648,U16
2368,U8
1296,U8
5720,F32
7634,U8
493,U32
215,F32
247,F32
3009,U16
2513,F32
4073,F32
1574,U8
3155,F32
1763,U32
956,U8
1591,F32
4224,F64
4399,F32
4503,F32
702,U8
4920,U8
4962,U16
373,F32
5685,U8
6067,U16
5053,U16
5131,U8
3305,U8
4232,F64
6374,U8
5936,U16
7121,U16
7362,U8
3163,F32
6345,U8
1420,U8
4104,U8
6575,U16
5992,F32
4382,U8
340,U8
1600,U8
6518,F32
6273,F32
3610,U16
968,U8
993,F32
3902,U8
6479,U8
2284,U8
4330,U8
7168,F32
5724,A16
1063,F32
2643,U16
162,U8
4010,U8
1094,U16
5598,U16
7181,U8
687,U8
961,U8
1614,U8
7726,F32
3078,U8
3429,F32
1491,U8
3629,F32
1768,U8
4966,U8
6559,U16
5662,U8
580,U8
1152,U16
1824,U8
4211,F32
6001,U8
651,U16
2341,F32
2837,U32
6525,U16
1439,U32
2257,F32
4797,U8
5972,F32
1523,U8
4963,F32
841,U8
2707,U16
4376,U8
4602,U8
710,U8
